# units Angstroms
  wave_air     wn          int     kl    Jl   ku     Ju  note element ion source 
 9267.6894 10787.2159    2.302   18118  1.5   7331  2.5  28.9      Th  II   PE83
 9270.1501 10784.3526    7.666   30372  6    19588  5    28.6      Th   I   PE83
 9271.1801 10783.1544    1.115       0  2    10783  2    28.9      Th   I   PE83
 9276.2731 10777.2341   32.649    3687  2    14465  2    28.8      Th   I   PE83
 9286.3804 10765.5042     .568   26255  4    15490  5    28.5      Th   I   PE83
 9289.5624 10761.8167   56.244    9804  5    20566  4    29.4      Th   I   PE83
 9294.9740 10755.5511    3.292   12847  3    23603  2    28.8      Th   I   PE83
 9300.0131 10749.7234    2.177   30964  3    20214  3    29.5      Th   I   PE83
 9307.8956 10740.6199   15.891   30726  7    19986  6    28.5      Th   I   PE83
 9310.4439 10737.6801    5.195   27521  4    16783  4    28.9      Th   I   PE83
 9317.7296 10729.2842    7.974   21143  5    10414  4    28.8      Th   I   PE83
 9323.0400 10723.1728     .813   31245  2    20522  2    30.2      Th   I   PE83
 9327.2462 10718.3371     .954   33831  4    23113  4    28.0      Th   I   PE83
 9336.1623 10708.1010    2.149   24915  3    14206  4    29.4      Th   I   PE83
 9340.7052 10702.8931   22.064    8800  4    19503  3    28.5      Th   I   PE83
 9349.2523 10693.1086     .520    6213  4.5  16906  3.5  28.8      Th  II   PE83
 9355.9910 10685.4068    1.182                           28.3      Th       PE83
 9360.9879 10679.7030    1.813    9400  2.5  20080  3.5  30.4      Th  II   PE83
 9366.7971 10673.0796     .717   12847  3    23521  3    28.6      Th   I   PE83
 9379.7288 10658.3648     .826   32396  2    21738  2    28.8      Th   I   PE83
 9380.6438 10657.3251     .467    4961  4    15618  3    30.1      Th   I   PE83
 9383.2722 10654.3399   28.529    5563  1    16217  2    28.6      Th   I   PE83
 9384.0997 10653.4004     .513   14226  0    24880  1    30.2      Th   I   PE83
 9388.9308 10647.9187   13.005   11601  1    22248  2    28.4      Th   I   PE83
 9390.5852 10646.0428    6.630   14204  5    24850  6    28.8      Th   I   PE83
 9392.2645 10644.1393     .869   15863  2    26508  3    29.4      Th   I   PE83
 9393.7756 10642.4270     .342    8605  2.5  19248  2.5  29.4      Th  II   PE83
 9399.0891 10636.4107  344.857   18431  3     7795  4    28.4      Th   I   PE83
 9406.8923 10627.5876     .631   19532  4    30160  4    29.7      Th   I   PE83
 9409.3488 10624.8131   18.417   26971  4    16346  4    28.5      Th   I   PE83
 9413.6761 10619.9291    1.200   35799  6    25180  7    29.1      Th   I   PE83
 9414.0885 10619.4638    3.624   13297  4    23916  4    28.8      Th   I   PE83
 9417.4570 10615.6654    1.085   30132  2    19516  2    28.5      Th   I   PE83
 9420.4984 10612.2381     .486    1859  1.5  12472  2.5  28.9      Th  II   PE83
 9422.3137 10610.1936     .498   28679  2    18069  3    29.2      Th   I   PE83
 9422.9331 10609.4962     .408   31774  3    21165  3    27.8      Th   I   PE83
 9431.5996 10599.7474   20.419    3865  1    14465  2    29.4      Th   I   PE83
 9432.2826 10598.9798    2.738    9711  3.5  20310  2.5  29.9      Th  II   PE83
 9435.1230 10595.7891     .496   24627  1    14032  2    28.2      Th   I   PE83
 9436.8127 10593.8919    3.351   11802  2    22396  1    29.0      Th   I   PE83
 9446.9890 10582.4801     .812   18574  2    29157  1    29.8      Th   I   PE83
 9450.4608 10578.5925    1.144   26796  3    16217  2    28.9      Th   I   PE83
 9455.2023 10573.2877    3.244   13847  2    24421  3    28.5      Th   I   PE83
 9456.0216 10572.3716     .692   30484  5.5  19912  6.5  29.7      Th  II   PE83
 9461.0278 10566.7773   77.689    7502  3    18069  3    28.5      Th   I   PE83
 9467.1953 10559.8935   58.328   27343  3    16783  4    29.1      Th   I   PE83
 9470.6818 10556.0060   49.972    3687  2    14243  1    28.4      Th   I   PE83
 9474.8792 10551.3297  152.925    7502  3    18053  4    28.2      Th   I   PE83
 9486.9256 10537.9318    6.384   15970  3    26508  3    28.6      Th   I   PE83
 9494.0441 10530.0306     .463   22106  2.5  11576  1.5  30.2      Th  II   PE83
 9495.4979 10528.4185  103.430    4961  4    15490  5    28.2      Th   I   PE83
 9497.1890 10526.5437  146.876       0  2    10526  3    29.0      Th   I   PE83
 9500.2998 10523.0969    5.226   22637  3    12114  2    28.2      Th   I   PE83
 9504.2158 10518.7611    4.892   25972  4    15453  3    29.1      Th III   PE83
 9505.3929 10517.4585   26.952    9804  5    20322  5    28.7      Th   I   PE83
 9507.6525 10514.9590    3.314   13088  3    23603  2    28.2      Th   I   PE83
 9510.9464 10511.3173    1.021   28358  3    17847  2    28.6      Th   I   PE83
 9514.7985 10507.0618    4.312   21783  4    11276  5    28.8      Th III   PE83
 9536.4070 10483.2540    1.459   29097  1    18614  1    29.1      Th   I   PE83
 9548.0303 10470.4923    2.939   27971  5    17501  5    28.8      Th   I   PE83
 9553.9847 10463.9667    2.683                           28.4      Th       PE83
 9561.2452 10456.0207   37.317   18699  2     8243  2    28.5      Th   I   PE83
 9565.5588 10451.3056    1.479   33564  3    23113  4    28.9      Th   I   PE83
 9567.2805 10449.4248    1.693   26796  3    16346  4    29.4      Th   I   PE83
 9567.8291 10448.8256    2.527   21645  4    11197  5    28.5      Th   I   PE83
 9570.4022 10446.0164     .911   11802  2    22248  2    27.7      Th   I   PE83
 9571.5019 10444.8162     .824   29961  1    19516  2    29.0      Th   I   PE83
 9577.3475 10438.4412    2.099   20158  2.5   9720  3.5  29.0      Th  II   PE83
 9582.8132 10432.4874   11.465   13088  3    23521  3    28.2      Th   I   PE83
 9587.0274 10427.9016    2.017   24671  2    14243  1    29.5      Th   I   PE83
 9588.8065 10425.9668     .575   30014  4    19588  5    28.4      Th   I   PE83
 9590.3432 10424.2963    1.562   32162  2    21738  2    28.6      Th   I   PE83
 9595.3906 10418.8129    5.300   13962  1    24381  2    28.4      Th   I   PE83
 9605.8059 10407.5161     .592   27191  5    16783  4    28.9      Th   I   PE83
 9607.5346 10405.6434     .713   37053  5.5  26647  6.5  29.0      Th  II   PE83
 9608.4866 10404.6125    4.461   30971  4    20566  4    28.2      Th   I   PE83
 9608.9351 10404.1268    1.349   21645  4    11241  3    28.1      Th   I   PE83
 9613.6911 10398.9798    8.711    4146  3.5  14545  2.5  28.6      Th  II   PE83
 9619.2179 10393.0050    1.171   15970  3    26363  2    29.2      Th   I   PE83
 9620.9953 10391.0850    4.393                           28.3      Th       PE83
 9625.1984 10386.5475    4.962   30372  6    19986  6    28.0      Th   I   PE83
 9627.6706 10383.8804    1.073   24627  1    14243  1    28.5      Th   I   PE83
 9629.5693 10381.8330   31.422    3865  1    14247  0    28.6      Th   I   PE83
 9630.7442 10380.5665    1.090   24627  1    14247  0    28.1      Th   I   PE83
 9632.6439 10378.5193   53.264    3865  1    14243  1    29.1      Th   I   PE83
 9636.9019 10373.9336     .568   17073  1    27447  2    28.8      Th   I   PE83
 9642.4776 10367.9350    2.697    8605  2.5  18973  3.5  28.6      Th  II   PE83
 9643.3195 10367.0298    2.057   24399  3    14032  2    28.4      Th   I   PE83
 9663.6433 10345.2268    1.825   13962  1    24307  2    28.2      Th   I   PE83
 9664.6983 10344.0975   58.500    3687  2    14032  2    28.2      Th   I   PE83
 9674.7914 10333.3062    3.653   21575  2    11241  3    28.6      Th   I   PE83
 9676.8364 10331.1225    4.692   28342  5    18011  5    28.9      Th   I   PE83
 9685.6770 10321.6927   12.396   15148  4     4826  3    28.2      Th III   PE83
 9695.0311 10311.7341    2.659   13297  4    23609  5    28.5      Th   I   PE83
 9700.5630 10305.8536   92.345    2869  3    13175  4    27.9      Th   I   PE83
 9702.2719 10304.0384    6.592   25923  4    15618  3    28.5      Th   I   PE83
 9716.1420 10289.3292    1.865   28358  3    18069  3    29.1      Th   I   PE83
 9718.4921 10286.8410    2.132   22401  1    12114  2    28.6      Th   I   PE83
 9736.2124 10268.1186    1.453   28882  2    18614  1    28.2      Th   I   PE83
 9738.6224 10265.5776     .915   12847  3    23113  4    28.9      Th   I   PE83
 9743.5614 10260.3740   10.450   27044  3    16783  4    28.6      Th   I   PE83
 9746.4628 10257.3196  207.199    3687  2    13945  3    28.0      Th   I   PE83
 9753.5920 10249.8223    3.167   31326  4    21077  5    28.1      Th   I   PE83
 9757.2196 10246.0115    1.461   12847  3    23093  2    28.8      Th   I   PE83
 9764.6062 10238.2608     .578   25405  4    15166  3    28.4      Th   I   PE83
 9769.5347 10233.0958    1.710   15863  2    26096  3    29.2      Th   I   PE83
 9779.4532 10222.7173    1.441   33831  4    23609  5    29.0      Th   I   PE83
 9789.5110 10212.2144    2.656   27566  2    17354  1    28.7      Th   I   PE83
 9796.2002 10205.2412   14.860    4961  4    15166  3    28.7      Th   I   PE83
 9797.2456 10204.1523    1.222   28273  2    18069  3    28.7      Th   I   PE83
 9800.3628 10200.9066    1.252   19532  4    29733  5    29.3      Th   I   PE83
 9801.7074 10199.5073     .769   24664  3    14465  2    30.3      Th   I   PE83
 9812.6976 10188.0839   77.880   18431  3     8243  2    27.9      Th   I   PE83
 9814.9578 10185.7378    1.177   30508  5    20322  5    28.4      Th   I   PE83
 9819.1780 10181.3600    1.194    9804  5    19986  6    28.9      Th   I   PE83
 9826.4496 10173.8258  186.188    5563  1    15736  1    28.0      Th   I   PE83
 9833.4232 10166.6109  210.983    3865  1    14032  2    29.0      Th   I   PE83
 9838.0045 10161.8765     .973   31326  4    21165  3    28.1      Th   I   PE83
 9840.9172 10158.8689    1.043   28227  4    18069  3    29.0      Th   I   PE83
 9845.6835 10153.9510    1.393   19532  4    29686  3    28.9      Th   I   PE83
 9855.7420 10143.5881    6.610    9804  5    19948  4    28.0      Th   I   PE83
 9864.5971 10134.4826    1.771   10855  3.5  20989  4.5  29.0      Th  II   PE83
 9865.4488 10133.6077    1.241   27980  3    17847  2    28.5      Th   I   PE83
 9867.8902 10131.1006    1.953    7280  2    17411  3    28.7      Th   I   PE83
 9868.9205 10130.0429    1.697    8800  4    18930  3    28.5      Th   I   PE83
 9871.9947 10126.8884    2.188   15970  3    26096  3    28.1      Th   I   PE83
 9872.6299 10126.2368    1.089   32796  3    22669  3    28.4      Th   I   PE83
 9873.8150 10125.0214    6.410   28934  3    18809  4    28.4      Th   I   PE83
 9878.5208 10120.1982     .591    7001  1.5  17121  1.5  29.4      Th  II   PE83
 9880.7852 10117.8789     .918   16818  3.5   6700  4.5  28.1      Th  II   PE83
 9896.0483 10102.2738    5.307   23277  5    13175  4    28.2      Th   I   PE83
 9898.3532 10099.9214    1.762   17166  5    27266  4    27.8      Th   I   PE83
 9902.3568 10095.8379    6.229   29684  5    19588  5    28.9      Th   I   PE83
 9907.4718 10090.6257    1.840   27591  5    17501  5    28.9      Th   I   PE83
 9910.0750 10087.9751   44.848   15148  4     5060  3    27.9      Th III   PE83
 9911.1128 10086.9187    6.994   24032  4    13945  3    28.1      Th   I   PE83
 9912.1996 10085.8128    1.600   32963  5    22877  5    29.5      Th   I   PE83
 9913.6234 10084.3643     .785   27495  4    17411  3    29.0      Th   I   PE83
 9923.3087 10074.5218     .666                           36.2      Th       PE83
 9927.3252 10070.4458    2.220   14204  5    24274  5    28.1      Th   I   PE83
 9932.7748 10064.9207     .670   28679  2    18614  1    28.8      Th   I   PE83
 9934.7173 10062.9527    1.466   30011  3    19948  4    28.5      Th   I   PE83
 9935.1992 10062.4646    3.688   30930  6    20867  7    28.5      Th   I   PE83
 9938.8355 10058.7831    1.538   32458  4    22399  5    31.7      Th   I   PE83
 9943.0647 10054.5047    7.695    1521  2.5  11576  1.5  28.0      Th  II   PE83
 9952.3703 10045.1036    5.716   23990  2    13945  3    28.2      Th   I   PE83
 9963.4911 10033.8918    4.785   26380  5    16346  4    28.2      Th   I   PE83
 9970.4624 10026.8761   12.162   23201  3    13175  4    28.9      Th   I   PE83
 9974.6892 10022.6272    6.725   28034  5    18011  5    28.4      Th   I   PE83
 9985.0500 10012.2275   25.159   26796  3    16783  4    28.4      Th   I   PE83
 9987.6351 10009.6360   39.958    8800  4    18809  4    27.8      Th   I   PE83
 9989.9371 10007.3295    1.670   12847  3    22855  3    27.8      Th   I   PE83
 9992.6485 10004.6141    2.825   28934  3    18930  3    28.2      Th   I   PE83
 9993.8630 10003.3983    1.376   25246  4.5  15242  4.5  29.1      Th  II   PE83
 9998.5091  9998.7499    1.318   34849  5    24850  6    28.6      Th   I   PE83
 9998.9599  9998.2992    2.627   14204  5    24202  4    28.6      Th   I   PE83
10011.3953  9985.8801    2.733   30552  4    20566  4    29.3      Th   I   PE83
10033.2217  9964.1567    3.004   29552  6    19588  5    28.7      Th   I   PE83
10037.1188  9960.2880    1.505   27971  5    18011  5    27.6      Th   I   PE83
10039.3640  9958.0604   51.311    8111  4    18069  3    27.9      Th   I   PE83
10045.3124  9952.1637    2.229   28882  2    18930  3    28.7      Th   I   PE83
10048.0364  9949.4657    4.133   15493  4    25442  3    28.4      Th   I   PE83
10054.9619  9942.6129     .720    8111  4    18053  4    28.4      Th   I   PE83
10056.2090  9941.3799    1.838   30508  5    20566  4    28.9      Th   I   PE83
10079.5414  9918.3674    1.578   17166  5    27084  6    28.8      Th   I   PE83
10082.8793  9915.0840    7.112   25405  4    15490  5    28.1      Th   I   PE83
10083.7853  9914.1931   29.111   29141  5    19227  6    28.0      Th   I   PE83
10086.4034  9911.6197    2.727   27980  3    18069  3    28.4      Th   I   PE83
10089.1350  9908.9362   61.982    7502  3    17411  3    28.3      Th   I   PE83
10102.5745  9895.7543    1.517   28934  3    19039  2    28.1      Th   I   PE83
10105.0769  9893.3038    1.490   13847  2    23741  1    28.8      Th   I   PE83
10117.9901  9880.6774    2.666   14204  5    24084  6    28.8      Th   I   PE83
10133.5661  9865.4901   21.480    1859  1.5  11725  0.5  28.5      Th  II   PE83
10137.3864  9861.7723    1.889   17398  3    27260  3    27.9      Th   I   PE83
10140.4309  9858.8115   12.675   30726  7    20867  7    27.8      Th   I   PE83
10141.3969  9857.8724   36.755   23032  4    13175  4    28.6      Th   I   PE83
10144.2649  9855.0854    7.150    6362  2    16217  2    28.0      Th   I   PE83
10175.0079  9825.3091   11.839   24032  4    14206  4    28.0      Th   I   PE83
10178.5192  9821.9197   15.138   12847  3    22669  3    28.1      Th   I   PE83
10180.5932  9819.9187    2.907   27044  3    17224  2    28.0      Th   I   PE83
10184.5391  9816.1141    1.775   13297  4    23113  4    28.1      Th   I   PE83
10188.4156  9812.3793    4.904   31715  6    21903  7    28.5      Th   I   PE83
10211.5330  9790.1656    2.082   13962  1    23752  2    28.0      Th   I   PE83
10218.4327  9783.5551   13.154    9804  5    19588  5    28.3      Th   I   PE83
10223.6584  9778.5543    3.045   13962  1    23741  1    28.2      Th   I   PE83
10236.0280  9766.7376    8.522   13088  3    22855  3    28.4      Th   I   PE83
10241.7746  9761.2575    2.082   33068  6    23306  6    28.9      Th   I   PE83
10247.5568  9755.7498   10.217   13847  2    23603  2    27.9      Th   I   PE83
10250.6791  9752.7782    7.008   28562  4    18809  4    27.7      Th   I   PE83
10255.5803  9748.1173    1.547   24915  3    15166  3    27.3      Th   I   PE83
10257.3689  9746.4175   26.300   23990  2    14243  1    27.5      Th   I   PE83
10258.1667  9745.6595   35.053   17887  5     8141  4    27.9      Th III   PE83
10271.1880  9733.3045    1.533   15970  3    25703  2    28.4      Th   I   PE83
10276.7976  9727.9916     .879                           29.1      Th       PE83
10283.1161  9722.0142    9.078    7502  3    17224  2    27.9      Th   I   PE83
10288.9918  9716.4623    1.208    1859  1.5  11576  1.5  28.1      Th  II   PE83
10293.0491  9712.6323    4.961   14204  5    23916  4    27.4      Th   I   PE83
10301.1668  9704.9784    4.285    4113  2.5  13818  3.5  28.2      Th  II   PE83
10308.5442  9698.0330   18.750   29684  5    19986  6    28.2      Th   I   PE83
10316.8910  9690.1869   10.493   27191  5    17501  5    28.3      Th   I   PE83
10343.8210  9664.9587    6.826                           44.4      Ca   I   PE83
10346.5367  9662.4219    2.486   15863  2    25526  1    27.7      Th   I   PE83
10349.0482  9660.0770   11.583   12847  3    22508  2    27.9      Th   I   PE83
10358.1678  9651.5721    3.272   11601  1    21252  2    27.5      Th   I   PE83
10412.9914  9600.7574    6.029   28531  2    18930  3    28.5      Th   I   PE83
10419.5787  9594.6878   12.440    1521  2.5  11116  3.5  27.7      Th  II   PE83
